LD_003051,Ovios Shop,LD03085,,AM招商推进,,佛山市三水奥维斯家具制品有限公司,Home&Living,HIPO靶向商家,美区T5,Furniture,Indoor Furniture,,T5,7495195087729953630,家具家装,zhulong.zhu,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003052,Moplushtoys5,LD03086,,,,桂林汇响电子商务有限公司第五分公司,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,NULL,,T0,7494878241199589443,育商,NULL,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,,7494157227663787816,,,,,,7494157227663787816,已填写,,,,,,,,2025-09-18,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003053,SoccerJersey,LD03087,,,,重庆大乐乐科技有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,NULL,,T0,7494517156998449758,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003054,Orbitell,LD03088,,,,DigitalConverge Intellect Limited,3C,HIPO靶向商家,美区T4,Phones & Electronics,Security & Safety,,T1,7496199760085289308,新开国,chenqing.0918,,,,/,/,/,,是,5-已入驻,,,,,,,,7496199760085289308,,,,,,7496199760085289308,已填写,,,,,,,,2025-05-20,2.hipo,1,0,1,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003055,Lemongor,LD03089,,,,广州悦来智通科技发展有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494452183358736415,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494452183358736415,,,,,,7494452183358736415,已填写,,,,,,,,2022-03-21,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003056,Route 44 Jewelry,LD03090,,,,深圳市海瑞博贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7495749184870517326,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7495749184870517326,,,,,,7495749184870517326,已填写,,,,,,,,2024-05-17,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003057,Lemoda Hair.,LD03091,,,,许昌莱迪秀发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7496121840152119929,新开国,faye.liu,,,,/,/,/,,是,3-商家有意愿,,,,,,,7494648740089857750,,,,,,,7494648740089857750,已填写,2026-05-29,2.hipo,1,1,1,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003058,Lovevook Bags UK,LD03092,,,,深圳鼎城服装科技有限公司,Fashion,HIPO靶向商家,美区T5,Luggage & Bags,Functional Bags,,T2,7496284031109728384,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,,7496284031109728384,,,,,,7496284031109728384,已填写,,,,,,,,2025-07-19,1.skm,1,1,1,19280.13,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003059,liveslikesloves,LD03093,,,,广州谛珑贸易有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494527507922258638,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496158833853499820,,,,,,7496158833853499820,已填写,,,,,,,,2025-05-15,2.hipo,1,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003060,ZIELHOME,LD03094,,,,致欧家居科技股份有限公司,Home&Living,HIPO靶向商家,美区T5,Home Supplies,NULL,,T0,7494645969758751597,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494645969758751597,,,,,,7494645969758751597,已填写,,,,,,,,2022-05-26,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
