LD_003251,Hewimed,LD03290,,,,HELDT & WIEN Arzt- und Krankenhausbedarf GmbH,Home&Living,HIPO靶向商家,AMZ Retailer,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003252,WestCom,LD03291,,,,WestCom GmbH,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003253,XROBERT DICKSON LTD,LD03292,,,,ROBERT DICKSON LTD,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003254,YOUMODO,LD03293,,,,International-Trend GmbH,Fashion,HIPO靶向商家,AMZ Retailer,Womenswear & Underwear,NULL,,T0,7496131498690054781,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003255,LAOLAOPI,LD03294,,,,上海姥姥皮贸易有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003256,Weisser Berg,LD03295,,,,Asia Pacific Elite Ltd,Home&Living,HIPO靶向商家,AMZ Retailer,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003257,LeFun Robotics,LD03296,,,,lefun robotics gmbh,3C,HIPO靶向商家,AMZ Retailer,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003258,Yadark,LD03297,,,,深圳市亚克达科技有限公司,Fashion,HIPO靶向商家,AMZ Retailer,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003259,Hotouch Store,LD03298,,,,深圳市昌美服饰有限公司,Fashion,HIPO靶向商家,AMZ Retailer,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003260,DongCheng Power Tools,LD03299,,,,上海门达科技有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
