LD_003721,beibye,LD03761,,,,CF Handels GmbH,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Luggage & Bags,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003722,spider farmer,LD03762,,,,深圳市星达芯贸易有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003723,miioto,LD03763,,,,安徽生律信息科技有限公司,Beauty&FMCG,HIPO靶向商家,P2 - Whitelabel - AMZ,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003724,lictin,LD03764,,,,深圳市晟劢科技有限公司,Beauty&FMCG,HIPO靶向商家,P2 - Whitelabel - AMZ,Beauty & Personal Care,NULL,,T0,7494548603075595184,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494548603075595184,,,,,,7494548603075595184,已填写,,,,,,,,2022-03-16,1.skm,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_003725,oslghy,LD03765,,,,深圳市顺欧乐科技有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003726,hlfurnieu,LD03766,,,,/,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003727,allony,LD03767,,,,合肥素谦信息科技有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003728,cyeelife,LD03768,,,,深圳市凯尔运动用品有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003729,maxmedix,LD03769,,,,Comfort Click Ltd,Beauty&FMCG,HIPO靶向商家,P2 - Whitelabel - AMZ,Health,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003730,rfiver,LD03770,,,,宁波聚星品电子商务有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
