LD_008411,饰宝美,LD08461,必招 7 月,,,泉州市安哲电子商务有限公司,Fashion,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,[EU&UK] 索芳诗ETUB,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008412,饰宝美,LD08462,必招 7 月,,,泉州泓代炜业贸易有限公司,Fashion,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,[EU&UK] 索芳诗ETUB,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008413,月司,LD08463,必招 7 月,,,湖北省淦楚商贸有限公司,Home&Living,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,【EU】月司/快津,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008414,快津,LD08464,必招 7 月,,,河北比肩教育科技有限公司,Home&Living,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,【EU】月司/快津,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008415,恒邦德,LD08465,必招 7 月,,,广州又阳电子商务有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,广州又阳电子商务有限公司,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008416,KUALOOL,LD08466,必招 7 月,,,义乌市诗苑电子商务有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,义乌市诗苑电子商务有限公司,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008417,OTJN,LD08467,必招 7 月,,,广州杰玛电子商务有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,「EU｜UK」广州杰玛电子,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008418,范德森,LD08468,必招 7 月,,,广州云端浪跨境贸易有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,「EU｜UK」广州云端浪,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008419,讯享,LD08469,必招 7 月,,,广西素幻有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,广西素幻,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008420,寻将,LD08470,必招 7 月,,,厦门程枞电子商务有限公司,Fashion,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,/,/,/,,是,4-入驻中,厦门程枞电子商务有限公司,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
