LD_008361,PopThread Universe,LD08411,,,,/,/,/,/,Womenswear & Underwear,/,,T3,7494319081087731614,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008362,Floerns store,LD08412,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,Women's Suits & Sets,,T4,7495753394246224362,服饰服配,NULL,,,Millie Cheng,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008363,Outfunny-US,LD08413,,,,/,Beauty&FMCG,/,/,Toys & Hobbies,/,,T3,7495931671088696106,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008364,Showitty,LD08414,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7495209175978379518,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496099148979669913,,,,,,7496099148979669913,已填写,,,,,,,,2025-02-24,2.hipo,1,1,1,19.35,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008365,Yzara,LD08415,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,许铭楷,T3,7496138257918626058,育商,xuhanwen.19,AM,,谢冰沁Bibi,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008366,Sidefeel,LD08416,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496139203298101516,服饰服配,NULL,,,谢冰沁Bibi,新时颖,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008367,KEPEAK,LD08417,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495231062859679834,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494491624847279212,,,,,,7494491624847279212,已填写,,,,,,,,2026-03-12,2.hipo,0,0,1,300.60,T1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_008368,BuildBoat,LD08418,,,,/,Beauty&FMCG,/,/,Toys & Hobbies,/,,T3,7495529380908861549,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496099101015902916,7496099101015902916,,,,,,7496099101015902916,已填写,2025-03-28,2.hipo,1,0,0,,T0,2025-02-25,2.hipo,1,1,1,0.00,T0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008369,FeelinGirl Shop,LD08419,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7495749054091398083,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496062822962858701,,,,,,7496062822962858701,已填写,,,,,,,,2025-01-24,2.hipo,1,1,1,836558.66,T5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008370,Hyperlite Official,LD08420,,,,/,Home&Living,/,/,Home Improvement,/,,T3,7495761391140243975,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
