LD_002831,MANLENS,LD02861,,,,石狮市璟宁服饰有限公司,Fashion,HIPO靶向商家,美区T5,Menswear & Underwear,NULL,,T0,8648393729479711187,服饰服配,hardy.123,,,,/,/,/,,是,5-已入驻,,,,,,,7496271590579014099,7496271590579014099,,,,,,7496271590579014099,已填写,2026-01-14,2.hipo,1,0,0,,T0,2025-11-27,2.hipo,1,1,1,9315.31,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002832,proglint,LD02862,,,,氦心科技（深圳）有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494081620542260354,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002833,Dinbor,LD02863,,,,广州丁宝国际贸易有限公司,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,NULL,,T0,7494555331880061666,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002834,Doki Doki,LD02864,,,,深圳马上有单科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,NULL,7496264255070374719,新开国,chloeguo.03,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002835,PiePieBuy,LD02865,,AM招商推进,fashion自补,杭州凝脂网络科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,/,王蓝婧,T3,7495351552416516666,服饰服配,tongjing.1019,AM,,谢冰沁Bibi,入驻UK 待划转 @qinanyu,已清退,/,,是,5-已入驻,,,,,,,,7495351552416516666,,,,,,7495351552416516666,已填写,,,,,,,,2024-04-01,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002836,HotwaveSports,LD02866,,,,武汉市金熙祥辉电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,NULL,7496291597265832296,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,7496301441440647874,7496301441440647874,,,,,,7496301441440647874,已填写,2025-12-29,2.hipo,1,0,0,,T0,2025-11-21,2.hipo,1,1,1,19221.22,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002837,YDNA,LD02867,,,,广州芙尼娜饰品有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7496209468162541967,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,7494160554405889279,7494160554405889279,,,,,,7494160554405889279,已填写,2025-10-14,2.hipo,1,1,1,32409.58,T3,2025-09-19,2.hipo,1,1,1,33909.12,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002838,PhoneKing,LD02868,,,,深圳市森联达科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,NULL,7496239985372466107,新开国,chenqing.0918,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002839,Camlab Security,LD02869,,,,AISIN BUSINESS LIMITED,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,T0,7494945478860114815,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002840,XQshop02,LD02870,,,,中山市羞趣科技有限公司,Home&Living,HIPO靶向商家,美区T5,Furniture,NULL,,T0,7494597607549012534,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
