LD_002161,Ever Pretty Store,LD02176,,,,香港云裳电子商务有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,Women's Dresses,,T3,7494818095027816940,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002162,ARTEMISS JEWELRY,LD02177,,,,新乐市吖宽商贸有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002163,Flaxmakerswim,LD02178,,,,西安小王网络科技有限公司-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,/,,T4,7495562182233656188,运动潮奢,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7495562182233656188,7495562182233656188,,,,,,7495562182233656188,已填写,2025-09-04,2.hipo,1,1,0,,T0,2025-09-09,2.hipo,1,1,1,59.97,T1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_002164,Auvzy Hair,LD02179,,,,许昌烁丝商贸有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,Hair Extensions & Wigs,,T2,7495878905811864250,服饰服配,weiyue.0123,BD,赵月晨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002165,Cute Bein Hair Shop,LD02180,,AM招商推进,,许昌迅希贸易有限公司,Fashion,HIPO靶向商家,CNOB,Fashion Accessories,Hair Extensions & Wigs,刘亚婷,T4,7495822177503250901,服饰服配,weiyue.0123,AM,,郭晓彤,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002166,Lebeaute hair,LD02181,,AM招商推进,,许昌仰望商贸有限公司,Fashion,HIPO靶向商家,CNOB,Fashion Accessories,Hair Extensions & Wigs,梁震秋,T4,7495308751731198618,服饰服配,weiyue.0123,AM,,郭晓彤,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002167,SHOP.MY,LD02182,,,,义乌启坚电子商务有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002168,RESJOK READING GLASSES,LD02183,,AM招商推进,,义乌市惠贰电子商务有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty & Personal Care,Eye & Ear Care,,T3,7495737712708323360,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002169,Joyfy-US,LD02184,,,,上海乐漾电子商务有限公司,Fashion,HIPO靶向商家,CNOB,Personal Care and Lifestyle,/,,#N/A,7496289372412218179,NULL,NULL,BD,李泽,,/,/,/,,是,2-已触达/沟通中,,,,,,,7494378885435065643,,,,,,,7494378885435065643,已填写,2026-01-27,1.skm,1,1,1,12276.90,T2,,,,,,,,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002170,Imily Bela Official,LD02185,,,,义乌市沁玄电子商务有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,T45,7495170650913802864,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496124109711706761,7496124109711706761,,,,,,7496124109711706761,已填写,2025-03-24,1.skm,1,1,1,80668.18,T3,2025-03-20,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
