LD_002111,joybasic.id,LD02126,,,,湖南蜻蜓侠（聚合）,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002112,Saturday Girl Shop,LD02127,,,,江门市鲸越供应链管理有限公司,Fashion,HIPO靶向商家,CNOB,Fashion Apparel,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002113,RA Bags shop,LD02128,,,,绛县凌蔡百货商行(个人独资),Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002114,MY-Rifoamxn Official,LD02129,,,,晋江迪嘉贸易有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002115,iBraStar.US,LD02130,,AM招商推进,fashion自补,晋江桓恒贸易有限公司-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,/,王一斐,T4,7496287757793396833,服饰服配,youwenhao.ywh,AM,,Millie Cheng,/,/,/,,是,5-已入驻,,,,,,,,7496287757793396833,,,,,,7496287757793396833,已填写,,,,,,,,2026-06-26,2.hipo,1,1,0,,T0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_002116,Jollynn,LD02131,,,,玖尼,Fashion,HIPO靶向商家,CNOB,Fashion,NULL,,T0,7495703855968979818,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002117,Emita bloom,LD02132,,,,鲲鹏出海(厦门)贸易有限公司,Fashion,HIPO靶向商家,CNOB,Fashion Apparel,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002118,Dalwa TH,LD02133,,,,廊坊雾菲商贸有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002119,Gray Rhino VN,LD02134,,,,蠡县名伦渔具店-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002120,Miiow Thailand,LD02135,,,,猫人集团-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
