LD_000291,tempo,LD00291,,,,/,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Supplies,NULL,,T0,7494501438706320749,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494264370247533975,,,,,,,7494264370247533975,已填写,2025-11-24,3.other,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_000292,haarlosy,LD00292,,,,LIVADA STORE S.R.L.,Beauty&FMCG,战略重点商家,A. 知名品牌｜Recognized Brands,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000293,esi,LD00293,,,,City Time Brands S.L.U.,Beauty&FMCG,战略重点商家,A. 知名品牌｜Recognized Brands,Health,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000294,aiqinu,LD00294,,,,"深圳市爱奇努科技有限公司 (Shenzhen Aiqinu Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000295,pandaear,LD00295,,,,"杭州盼耳电子商务有限公司 (Hangzhou PandaEar Electronic Commerce Co., Ltd.)",Beauty&FMCG,战略重点商家,A. 知名品牌｜Recognized Brands,Baby & Maternity,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000296,surfou,LD00296,,,,"深圳市厚百科技有限公司 (Shenzhen Houbai Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496210633262009163,7496210633262009163,,,,,,7496210633262009163,已填写,2025-06-11,1.skm,1,1,1,3385.56,T1,2025-07-28,2.hipo,1,1,1,41.44,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000297,potensic,LD00297,,,,深圳市深海卓越科技有限公司,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000298,diboniur,LD00298,,,,"深圳市迪博牛尔电子商务有限公司 (Shenzhen Diboniuer E-Commerce Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000299,cahaya,LD00299,,,,"深圳市宏博伟业电子有限公司 (Shenzhen Hongbo Weiye Electronics Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000300,nox,LD00300,,,,WE PRO PADEL SL,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
