LD_006961,Yokiro,LD07011,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Home Care Supplies,,T3,7494245338783450572,日用家纺,tian,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006962,Kepeak Home,LD07012,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Power Tools,,T4,7495919521427459004,汽摩工具,liyanqiu.tk,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006963,Bloom Botany Shop,LD07013,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Bath & Body Care,,T3,7494241278639506822,快消生活,chenhaihua,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006964,Lisiwepeer,LD07014,,AM招商推进,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7495248513394313686,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006965,ADESKE,LD07015,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Soldering Equipment,,T3,7496144589349030428,汽摩工具,tangyong.allen,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006966,ETCYY-US,LD07016,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,樊晨,T3,7495480188009417257,服饰服配,cicigao,AM,,谢冰沁Bibi,冉进集团,/,/,,是,5-已入驻,,,,,,,,7495824280525638334,,,,,,,已填写,,,,,,,,2026-03-12,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_006967,Cyber Wheels,LD07017,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Fitness,,T3,7494338665846310169,运动潮奢,zhuyanan.1202,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006968,Fallsweet underwear,LD07018,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,郭婧怡,T3,7496013102034225425,服饰服配,zhangmeng.0408,AM,,Millie Cheng,/,/,/,,是,5-已入驻,,,,,,,7496013102034225425,7496013102034225425,,,,,,,已填写,2025-05-22,3.other,1,0,0,,T0,2025-08-14,2.hipo,1,1,1,21547.60,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006969,Peakful,LD07019,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Bag Accessories,,T3,7494228234508600445,运动潮奢,shenzehong,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006970,AHB,LD07020,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495890239891999209,家具家装,hanxiao.smiley,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
