LD_008011,Patbrela,LD08061,,,,/,/,/,/,Household Appliances,/,,T3,7494406022210160450,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008012,Ruzai Home Shop,LD08062,,,,/,/,/,/,Beauty & Personal Care,/,,T3,7496155818346580599,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008013,FindUWill,LD08063,,,,/,/,/,/,Sports & Outdoor,/,,T3,7495784156925626982,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008014,Leading stores,LD08064,,,,/,3C,/,/,Household Appliances,/,,T3,7496210645325089390,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008015,Misstoo Beauty,LD08065,,,fashion自补,/,Fashion,/,/,Fashion Accessories,Hair Extensions & Wigs,,T3,7496161983647811661,服饰服配,NULL,,,郭晓彤,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008016,TokmocOfficial,LD08066,必招 7 月,,,/,Beauty&FMCG,/,/,Toys & Hobbies,Classic & Novelty Toys,,T3,7495380786038672165,快消生活,fanwenjun.215,BD,张志强,,大地 总申请直邮开店,/,/,,是,5-已入驻,,,,,,,7494775070111532423,7494775070111532423,,,,,,7494775070111532423,已填写,,,,,,,,2026-07-13,3.other,1,1,,,T0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008017,ShineThru,LD08067,,,fashion自补,/,Fashion,/,/,Fashion Accessories,Eyewear,,T4,7496162337784563824,服饰服配,NULL,,,郭晓彤,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008018,Comfortable sleep,LD08068,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496025613356927046,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008019,WestKiss Hair Store,LD08069,,,,/,Fashion,/,/,Fashion Accessories,/,,T3,7495158362826508884,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494133615354217601,7494133615354217601,,,,,,7494133615354217601,已填写,2025-11-07,2.hipo,1,1,1,,T0,2025-09-09,2.hipo,1,1,1,2280.79,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008020,Bellemave,LD08070,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T4,7495804074083715403,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
