LD_005171,Ruspepa,LD05212,,,,厦门复朴尚品包装有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005172,Bagmine-EU,LD05213,,,,广州益豪箱包贸易有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005173,MEIQIHOME,LD05214,,,,上海美齐供应链管理有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005174,Belns Melns,LD05215,,,,呼和浩特英贸商贸有限责任公司,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005175,ConBlom,LD05216,,,,上海则显信息科技有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005176,AiDot,LD05217,,AM招商推进,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Home Improvement,Lights & Lighting,,T4,7495615361244956846,3C,panlin.888,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005177,Gonex,LD05218,,,,广州益豪箱包贸易有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Textiles & Soft Furnishings,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005178,Xinpure,LD05219,,,,义乌市歆华电子商务有限公司,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005179,MJ BEAUTY,LD05220,,,,广州迈疆信息科技有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494082325597291539,,,,,,7494082325597291539,已填写,,,,,,,,2021-07-16,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_005180,R.Giggs,LD05221,,,,厦门卓亚贸易有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,#N/A,8647193601593612894,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7495464758604827230,7495464758604827230,,,,,,7495464758604827230,已填写,2025-04-21,2.hipo,1,0,0,0.00,T0,2025-03-21,2.hipo,1,1,1,69.02,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
