LD_005251,elktry,LD05293,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005252,myiaur,LD05294,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005253,bonlux,LD05295,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005254,let s resin,LD05296,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005255,pawchop,LD05297,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005256,arboleaf,LD05298,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Home Supplies,Personal Care Appliances,,T2,7495354085584702207,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005257,amzbarley,LD05299,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005258,dr prepare,LD05300,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Health,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005259,jossacolar,LD05301,,,,/,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005260,melokea,LD05302,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496159601387014455,,,,,,,7496159601387014455,已填写,2025-04-25,1.skm,1,1,1,173.88,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
