LD_003301,SHIYOU LIMITED,LD03340,,,,SHIYOU LIMITED,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003302,Baco Engineering,LD03341,,,,suzhou jianli jixie shebei youxian gongsi,Beauty&FMCG,HIPO靶向商家,AMZ Retailer,Bookings & Vouchers,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003303,Qiopes,LD03342,,,,长沙蓝琪电子商务有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003304,wangshuhui-OXH63,LD03343,,,,湖北熹员商贸有限公司,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003305,WONG BABY LTD,LD03344,,,,WONG BABY LIMITED,Home&Living,HIPO靶向商家,AMZ Retailer,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003306,blizz stdio,LD03345,,,,深圳市倍干净科技有限公司,3C,HIPO靶向商家,AMZ Retailer,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003307,SF COMMERCE,LD03346,,,,MTF S.R.L,Home&Living,HIPO靶向商家,AMZ Retailer,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003308,A.R.E.L.F.,LD03347,,,,Ricardo Stelter,Home&Living,HIPO靶向商家,AMZ Retailer,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003309,S&F Vertrieb- und Handel,LD03348,,,,S&F Vertriebs- und Handels GmbH,Home&Living,HIPO靶向商家,AMZ Retailer,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003310,Persit Activewear,LD03349,,,,杭州鳌曦贸易有限公司,Fashion,HIPO靶向商家,AMZ Retailer,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
