LD_005761,HOOOWOOO DIRECT,LD05803,,AM招商推进,,INFINITE POSSIBILITY TRADING LIMITED,Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T3,7496147318530804593,家具家装,zhulong.zhu,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005762,VEVOR Tools Store,LD05804,,,,VEVOR STORE INC,3C,HIPO靶向商家,美区T4,Household Appliances,Kitchen Appliances,,T5,7496093765791419357,3C,zhangwenli.168,,,,/,/,/,,是,1-待触达,,,,,,,7496100491914546137,7496100491914546137,,,,,,7496100491914546137,已填写,2025-03-11,1.skm,1,1,1,274298.21,T4,,,,,,,,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005763,United scents,LD05805,必招 7 月,,,义乌雷霆电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Fragrance,,T4,7495929332934609396,快消生活,chenhaihua,BD,李泽,,周健-TTS负责人 ,@周健,义乌,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005764,Bling Hair Princess Store,LD05806,,,,许昌佳瑞发制品有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Hair Extensions & Wigs,,T0,8647334209961106388,新开国,chloeguo.03,,,,/,/,/,,是,5-已入驻,,,,,,,,7496261695127194300,,,,,,7496261695127194300,已填写,,,,,,,,2025-07-04,2.hipo,1,1,1,10447.42,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005765,Halara Workleisure,LD05807,,,,HK DFS Limited,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,/,,#N/A,7495918771470502637,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005766,Aroma life shop,LD05808,,,,深圳量子港电子商务有限公司,3C,HIPO靶向商家,美区T4,Household Appliances,/,,#N/A,7494240567955522921,NULL,NULL,BD,赵月晨,,/,/,/,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005767,Dasbi,LD05809,必招 7 月,AM招商推进,fashion自补,上海羽璐信息科技有限公司,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,Men's Bottoms,,T4,7494124839074563714,服饰服配,shenxueyan,AM/BD,李泽,谢冰沁Bibi,蛮绅集团,/,/,,是,1-待触达,,,,,,,,,,,,,,7494461433577507659,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005768,Bourvill Tool,LD05810,,AM招商推进,,EdgeCraft Tools Limited,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,Hand Tools,,T5,7496245141700250505,汽摩工具,chenchen.cccc,AM,,周羽中 Ray,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_005769,Yitamotor,LD05811,,AM招商推进,,YITA LLC,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,Car Interior Accessories,,T4,7495913099187488833,汽摩工具,liyanqiu.tk,AM,,王妙辰,/,/,/,,是,5-已入驻,,,,,,,7496103388748417354,7496103388748417354,,,,,,,已填写,2025-04-03,1.skm,1,1,1,184784.52,T4,2025-03-05,1.skm,1,1,1,113605.09,T4,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005770,WNP SKINCARE,LD05812,必招 7 月,,,FOCUSEE HOLDING LTD,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Skincare,,T4,7494461433577507659,快消生活,wanghuarong.925,BD,李泽,,/,/,/,,是,5-已入驻,,,,,,,7494461433577507659,7494461433577507659,,,,,,7494461433577507659,已填写,2025-04-17,3.other,1,1,1,9424.34,T2,2022-03-01,2.hipo,1,1,1,5974.62,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
