LD_006351,AUROLA ACTIVE,LD06401,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sport & Outdoor Clothing,李晓宗,T3,7495759529592850989,运动潮奢,wuhao.howie,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006352,Meowant,LD06402,,AM招商推进,,/,Beauty&FMCG,/,/,Pet Supplies,Dog & Cat Litter,,T3,7495317849137973743,快消生活,wanghongbo,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006353,SOUTTEE HOME,LD06403,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496087298239728612,家具家装,caoyang.garrison,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006354,JYYFASHIONcu,LD06404,,,,/,Fashion,/,/,#N/A,/,,T3,7496161833980889952,运动潮奢,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006355,NIPPORI SHAMPOO,LD06405,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Haircare & Styling,,T3,7496081654374435406,快消生活,songli.0901,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006356,Fowendia Lashes,LD06406,,,,/,Beauty&FMCG,/,/,#N/A,/,,#N/A,7495352987677461249,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006357,FUFU&GAGA,LD06407,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495314624446302714,家具家装,caoyang.garrison,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006358,LIVNCO.,LD06408,,AM招商推进,,/,Home&Living,/,/,Textiles & Soft Furnishings,Bedding and Linens,,T3,7495294854016371341,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,LIVNCO.美区互通入驻群,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006359,Etekcity,LD06409,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Kitchen Utensils & Gadgets,,T3,7495316223448746379,日用家纺,yinyaxing,AM,,郎子涵,/,/,/,,是,5-已入驻,,,,,,,,7496034632598981139,,,,,,,已填写,,,,,,,,2024-12-30,3.other,1,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_006360,GOOLOO,LD06410,,AM招商推进,,/,Home&Living,/,/,Automotive & Motorcycle,Car Repair Tools,,T3,7495188490623224693,汽摩工具,liyanqiu.tk,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
