LD_001831,OUMOY&Z,LD01838,,,,枝江市欧姆伊商贸有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001832,zeeseacosmetic.vn,LD01839,,,,滋色（聚合）,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001833,DOG TAIL,LD01840,,AM招商推进,,METOINTERNATIONALLIMITED,Home&Living,HIPO靶向商家,CNOB,Sports & Outdoor,Water Sports,,T3,7496129408380340553,运动潮奢,wanwan.888,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001834,Nexpowx,LD01841,,,,广州界欧贸易有限公司,Fashion,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,NULL,8655310190989644212,育商,xumin2021,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,7494167799608149748,,,,,,7494167799608149748,已填写,,,,,,,,2025-09-23,2.hipo,1,1,1,13245.07,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001835,LICHICO,LD01842,,,,jesuper,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,T0,7495584465073703049,运动潮奢,wanwan.888,BD,赵月晨,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001836,SOULYIS-US,LD01843,,,,城县信和贸易有限公司,Fashion,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Fitness,,T3,7496219577801739022,运动潮奢,yuna.xu,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_001837,ARCCAPTAIN,LD01844,,,,电弧领航科技(深圳)有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T3,7495764459895818595,汽摩工具,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495764459895818595,,,,,,,7495764459895818595,已填写,,1.skm,0,0,0,,T0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001838,NiteHawk,LD01845,,,,广州拓逸科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,T0,7495671682487061254,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001839,ALHTOOLS,LD01846,,,,泉州智享伟业网络科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494293117072081980,,,,,,7494293117072081980,已填写,,,,,,,,2025-12-05,2.hipo,1,1,1,41637.58,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001840,X-COOL US,LD01847,,,,上海迪拓国际贸易有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Fitness,,T1,7495777120269798222,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494669336926324318,,,,,,,7494669336926324318,已填写,2026-05-25,3.other,0,0,1,48514.73,T3,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
