LD_003071,HubFlashy Camera,LD03105,,,,WebFront Innovations Limited,3C,HIPO靶向商家,美区T4,Phones & Electronics,Cameras & Photography,,T1,7496199929014290667,新开国,zhengyuling.lucy,,,,/,/,/,,是,5-已入驻,,,,,,,,7496199929014290667,,,,,,7496199929014290667,已填写,,,,,,,,2025-05-20,2.hipo,1,0,1,34.78,T1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003072,Nvwa Fashion,LD03106,必招 7 月,,,深圳市湃盈网络科技有限公司,Fashion,HIPO靶向商家,美区T4,NULL,NULL,,NULL,8649855353943786689,新开国,faye.liu,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7495295801517770945,7495295801517770945,,,,,,7495295801517770945,已填写,2025-05-22,2.hipo,1,1,1,,T0,2024-10-31,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003073,Full ShineHairExtensions,LD03107,,,,威海富森贸易有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,NULL,,T0,7494769470663133700,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003074,HOBIBEAR flat shoes,LD03108,,,,晋江亚茂浩贸易有限责任公司,Fashion,HIPO靶向商家,美区T4,Shoes,Men's Shoes,,T2,7496293562269599925,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,,7496293562269599925,,,,,,7496293562269599925,已填写,,,,,,,,2025-09-16,2.hipo,1,1,1,2159.90,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003075,ARTFLAMM,LD03109,,,,九江星奇越科技有限公司,Home&Living,HIPO靶向商家,美区T5,Tools & Hardware,/,,#N/A,8647360289648908709,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7495902921843181989,,,,,,7495902921843181989,已填写,,,,,,,,2025-04-21,2.hipo,1,1,1,761.30,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003076,JDTDCMemory,LD03110,,,,深圳匠达科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,T0,7496122979531000621,新开国,yangkangkang.231,,,,/,/,/,,是,5-已入驻,,,,,,,,7496122979531000621,,,,,,7496122979531000621,已填写,,,,,,,,2025-03-26,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003077,Simple&Sane,LD03111,,,,深圳市优士威科技有限公司,Home&Living,HIPO靶向商家,美区T5,Home Improvement,Lights & Lighting,,T0,7496168296483162340,新开国,chloeguo.03,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496168296483162340,,,,,,7496168296483162340,已填写,,,,,,,,2025-04-30,2.hipo,1,1,1,,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003078,Paruu US,LD03112,,,,深圳市聪霖电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T5,Baby & Maternity,Nursing & Feeding,,T1,7495639090621942186,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496098942252125040,7496098942252125040,,,,,,7496098942252125040,已填写,2025-03-17,1.skm,1,1,1,543796.79,T5,2025-02-24,2.hipo,1,1,1,0.00,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003079,VEVOR Store UK,LD03113,,,,Yunda Limited,Home&Living,HIPO靶向商家,美区T5,Tools & Hardware,Garden Tools,,T2,7496180467096325108,新开国,faye.liu,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496093778224450467,,,,,,7496093778224450467,已填写,,,,,,,,2025-03-04,1.skm,1,1,1,213.26,T1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003080,EASON CLUB,LD03114,,,,扬科互动网络科技（深圳）有限公司,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,NULL,,T0,7496226826349480264,新开国,yangkangkang.231,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
