LD_006441,HYPERCORE,LD06491,,AM招商推进,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7494090982590350858,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006442,OPPXIN,LD06492,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Bath & Body Care,,T3,7495790070215248723,日用家纺,zhongjie.ma,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006443,VIEWSUN,LD06493,,AM招商推进,,/,Home&Living,/,/,Automotive & Motorcycle,Car Washing & Maintenance,,T3,7495762776812653392,汽摩工具,chenchen.cccc,AM,,王妙辰,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006444,HONGXINJIE,LD06494,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,樊晨,T3,7495687029622934387,服饰服配,zhangmeng.0408,AM,,Millie Cheng,待飞书通过,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006445,Care Centre Store,LD06495,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Bath & Body Care,,T3,7494199025273505688,快消生活,chenhaihua,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006446,Toretark Car Care,LD06496,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7495737813938178108,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006447,easygoing,LD06497,,AM招商推进,,/,Home&Living,/,/,Textiles & Soft Furnishings,Household Textiles,,T3,7495478117213702901,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006448,HOMCOM,LD06498,,AM招商推进,,/,Home&Living,/,/,Furniture,Outdoor Furniture,,T3,7495753504716327293,家具家装,guona.rena,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006449,Neeyer Beauty USA,LD06499,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7495341968078441392,服饰服配,liyaoyao.y,AM,,张玲,【UK/EU互通】Neeyer Beauty USA,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006450,Vigorous Beauty,LD06500,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Hair Extensions & Wigs,刘亚婷,T3,7495304791352969374,服饰服配,weiyue.0123,AM,,郭晓彤,艾斯,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
