LD_002881,Kitchen in the Box UK,LD02911,,,,烟台蜗壳网络科技有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,Kitchen Appliances,,T1,7496229022723574220,新开国,liqi.seven,,,,/,/,/,,是,5-已入驻,,,,,,,,7496229022723574220,,,,,,7496229022723574220,已填写,,,,,,,,2025-06-13,1.skm,1,1,1,1962.89,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002882,Cowsar Appliances,LD02912,,,,宁波罗娃电器有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,Kitchen Appliances,,T3,7496099023538587824,新开国,yangkangkang.231,,,,/,/,/,,是,5-已入驻,,,,,,,,7496099023538587824,,,,,,7496099023538587824,已填写,,,,,,,,2025-02-25,2.hipo,1,1,1,135665.41,T4,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002883,Dowinx.,LD02913,,,,安吉雷萨家具有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496099102383377103,,,,,,7496099102383377103,已填写,,,,,,,,2025-02-26,1.skm,1,1,1,40001.54,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002884,Eudora CLEARANCE,LD02914,,,,深圳市美怡兴首饰有限公司,Fashion,HIPO靶向商家,美区T5,Jewelry Accessories & Derivatives,Silver,,T1,7495385832819493628,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496166583892412871,,,,,,7496166583892412871,已填写,,,,,,,,2025-04-29,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002885,SuperNova Hair Studio,LD02915,,,,XUANYUSI HK IMP EXP LIMITED,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,Hair Extensions & Wigs,,T1,7496277368747493427,新开国,chloeguo.03,,,,/,/,/,,是,5-已入驻,,,,,,,,7496277368747493427,,,,,,7496277368747493427,已填写,,,,,,,,2025-07-15,2.hipo,1,1,1,1230.12,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002886,Akari Audio Store,LD02916,,,,深圳市婳雅科技有限公司,3C,HIPO靶向商家,美区T5,Phones & Electronics,NULL,,NULL,7496202092189616706,新开国,liqi.seven,,,,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_002887,Basketball Jersey,LD02917,,,,厦门全橙优品服饰有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,NULL,,T0,7494485540769663257,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002888,MFVIM SPORTS,LD02918,,,,义乌市这里服饰有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,/,,#N/A,7495525634224655187,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496258928625682774,,,,,,7496258928625682774,已填写,,,,,,,,2025-07-04,2.hipo,1,1,1,37158.54,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002889,Hotfree jp,LD02920,,,,东莞市嘉选贸易有限公司,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,/,,#N/A,7495997125350427417,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002890,Ulike Beauty,LD02921,,,,浙江由莱电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T5,Beauty & Personal Care,NULL,,T0,7494083623693682647,育商,NULL,BD,夏春雨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496230242066664114,,,,,,7496230242066664114,已填写,,,,,,,,2025-06-25,1.skm,1,0,0,0.00,T0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
